"","SAMPLE_ID","SeqLength_R1","percentGC_R1","phred20.21_R1","phred48.49_R1","phred76.77_R1","phred100.101_R1","phredGT30_R1","phredGT35_R1","Adapter50.51_R1","Adapter70.71_R1","Adapter88.89_R1","SeqLength_R2","percentGC_R2","phred20.21_R2","phred48.49_R2","phred76.77_R2","phred100.101_R2","phredGT30_R2","phredGT35_R2","Adapter50.51_R2","Adapter70.71_R2","Adapter88.89_R2","ERCCsumLogErr","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","kmer_content","Adapter90_R1","Adapter90_R2","gene_Unassigned_Read_Type","gene_Unassigned_Singleton","gene_Unassigned_NonSplit","gene_Unassigned_Overlapping_Length"
"R19070","R19070","101","47","41.0","41.0","41.0","41.0",0.979607222607546,0.898557093075158,0.155450880784401,1.02548277866709,5.30280159816929,"101","48","41.0","41.0","41.0","39.0",0.928823798021743,0.831550906548561,0.159408622092218,1.00535019091518,5.19610209402321,-11.7028911332948,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19070_accepted_hits.sorted.bam",FALSE,96544966,81721082,14823884,0.8465,0.778,86261247,2207163,0.0249486002969874,0.515218118542105,23784200,3153583,6801243,12424335,0,0,0,0,0,0,0,0.000137233962042028,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19071","R19071","101","47","41.0","41.0","41.0","41.0",0.977518822752459,0.891341420025666,0.0959732988880169,0.327561250265284,1.42147686571108,"101","47","41.0","41.0","41.0","41.0",0.946284527852665,0.863814214828575,0.103211321129596,0.332698568369531,1.41080677464502,-9.59618490526693,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19071_accepted_hits.sorted.bam",FALSE,83448210,69150002,14298208,0.8287,0.7924,70829412,1988612,0.027309337589276,0.446390871622237,16912702,1326373,4077579,15570998,0,0,0,0,0,0,0,8.95776440689371e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19072","R19072","101","48","41.0","41.0","41.0","41.0",0.978097990294434,0.903054718404745,0.104780089822298,0.709448837121178,3.75401480633716,"101","48","37.0","37.0","32.0","29.5",0.629781103117207,0.38839309055187,0.0942469192237274,0.593404085701006,3.12260166885474,-19.3143654631239,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19072_accepted_hits.sorted.bam",FALSE,66713056,48694109,18018947,0.7299,0.6189,51294397,1493789,0.0282977899638377,0.448215309031761,13544436,1464513,4663963,10545681,0,0,0,0,0,0,0,0.000126177273088374,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19073","R19073","101","45","41.0","41.0","41.0","41.0",0.973919198483138,0.886543610629533,0.0783133637561696,0.437321284599948,2.56706752729504,"101","46","41.0","41.0","39.0","39.0",0.855548929036962,0.716195468599025,0.0820776448202535,0.435420056939822,2.51129044794481,-11.6289170216272,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19073_accepted_hits.sorted.bam",FALSE,133597888,115637701,17960187,0.8656,0.7911,120264025,2001617,0.0163710505032967,0.453163269586112,29181693,2577037,6770632,25866177,0,0,0,0,0,0,0,7.87137332984759e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19074","R19074","101","47","41.0","41.0","41.0","41.0",0.974519964670824,0.887400106617782,0.188064352322263,1.09639591631136,5.0260713642748,"101","48","41.0","41.0","39.0","39.0",0.898529400179175,0.774031615936334,0.194683952973408,1.08875799037639,4.93510194486513,-9.12567108965857,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19074_accepted_hits.sorted.bam",FALSE,102815870,81769459,21046411,0.7953,0.7273,84374747,2328028,0.0268506746179693,0.398377903703127,18193885,1725883,5387448,20362699,0,0,0,0,0,0,0,0.000165330274430118,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","WARN/PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19075","R19075","101","47","41.0","41.0","41.0","41.0",0.975766949101965,0.893776572262599,0.112899330517865,0.603452925660353,3.0505731527047,"101","47","41.0","41.0","41.0","39.0",0.914573785238187,0.806256768570552,0.118320917948972,0.605898518401582,3.01920674305113,-10.308467568252,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19075_accepted_hits.sorted.bam",FALSE,111424930,95782747,15642183,0.8596,0.7983,100114681,2049317,0.020059091657709,0.402863544138025,21464734,2327918,6562265,22925491,0,0,0,0,0,0,0,0.000117215521981311,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19076","R19076","101","45","41.0","41.0","41.0","41.0",0.971939340396775,0.879532903186745,0.0559846479237742,0.379676293587045,2.11325848039402,"101","45","41.0","41.0","39.0","39.0",0.874952384714524,0.725566685581106,0.0590359395264646,0.379997482176802,2.08296153600506,-19.2925793659678,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19076_accepted_hits.sorted.bam",FALSE,54173780,48878022,5295758,0.9022,0.8438,50139448,879159,0.0172321247422534,0.448959240474917,11987803,1028854,2230267,11454393,0,0,0,0,0,0,0,3.12817953381449e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN/PASS","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19077","R19077","101","45","41.0","41.0","41.0","41.0",0.967916032712307,0.867493845195694,0.0597481046625623,0.269801453943909,1.06842157607623,"101","45","41.0","41.0","39.0","37.0",0.829587896755595,0.666294407496757,0.0643529919439405,0.273501370061701,1.05489471968718,-28.0158506827167,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19077_accepted_hits.sorted.bam",FALSE,64974446,57956585,7017861,0.892,0.8346,59449241,1135943,0.0187495180339801,0.424108315376809,13586611,1244799,2763831,14440469,0,0,0,0,0,0,0,2.64230719492889e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN/PASS","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19078","R19078","101","47","41.0","41.0","41.0","41.0",0.970499422901057,0.862194455291108,0.188630804395483,0.949819365359879,3.50852714395973,"101","48","37.0","32.0","29.5","24.5",0.478692889801472,0.226487654133917,0.167377336922808,0.779195962576338,2.78827272961427,-15.6062239578958,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19078_accepted_hits.sorted.bam",FALSE,151260024,109122649,42137375,0.7214,0.5657,115361216,1919824,0.0163694319218179,0.379639375358015,26967292,2662375,9935756,31468547,0,0,0,0,0,0,0,5.71432978884198e-05,"PASS","PASS/WARN","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN/PASS","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19079","R19079","101","46","41.0","41.0","41.0","41.0",0.975438702873271,0.866328479309597,0.116899796167767,0.768742946191234,3.44493721171888,"101","47","41.0","41.0","39.0","39.0",0.849317664037053,0.694536347030218,0.118249132890956,0.752780677234481,3.35894216980815,-8.66835810707908,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19079_accepted_hits.sorted.bam",FALSE,109238856,90703131,18535725,0.8303,0.7492,94415455,1989969,0.0206416705350521,0.465726448363469,23807923,3297380,5979819,18034850,0,0,0,0,0,0,0,0.000128738655614772,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19080","R19080","101","46","41.0","41.0","41.0","41.0",0.978404675527311,0.89884874413988,0.144697342408266,0.879052145202186,4.03391606074463,"101","46","41.0","41.0","41.0","41.0",0.926495125608207,0.831329519538868,0.149485056638954,0.872322354874202,3.96844103735717,-9.52835638860638,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19080_accepted_hits.sorted.bam",FALSE,145977802,124229108,21748694,0.851,0.7924,129819161,2669710,0.0201504472024673,0.408369182346035,28209386,2563088,8712042,29593630,0,0,0,0,0,0,0,9.24869474294832e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19081","R19081","101","48","41.0","41.0","41.0","41.0",0.972140860402671,0.80554425699932,0.24750067630104,1.51948859504923,6.36225366020455,"101","49","41.0","41.0","41.0","39.0",0.925516301757257,0.771884758654631,0.251346094110851,1.50297352593636,6.26784744372278,-7.08868528859491,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19081_accepted_hits.sorted.bam",FALSE,90965408,67692581,23272827,0.7442,0.6672,71798657,1469967,0.0200627078788869,0.44927797720874,17358321,2567624,6168320,12541773,0,0,0,0,0,0,0,0.000161421142056308,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19082","R19082","101","46","41.0","41.0","41.0","41.0",0.977459981223569,0.898929553275288,0.128392164808346,0.793450485484473,3.80385286212563,"101","46","41.0","41.0","39.0","39.0",0.857435250755318,0.732504839484193,0.131627021236677,0.784210389649337,3.72839969878714,-10.5205957611172,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19082_accepted_hits.sorted.bam",FALSE,54685580,45332553,9353027,0.829,0.7467,47000675,1063685,0.0221304309471717,0.470775230391053,12017597,1513871,2840304,9155478,0,0,0,0,0,0,0,0.000125649079429107,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19083","R19083","101","45","41.0","41.0","41.0","41.0",0.974667627398875,0.886720564336821,0.0852341863277826,0.643076381089628,3.67119036133983,"101","46","41.0","41.0","41.0","39.0",0.895040732096788,0.782670376635467,0.0900212709879899,0.633391237253307,3.56389894304626,-6.89203412223274,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19083_accepted_hits.sorted.bam",FALSE,191034850,162968911,28065939,0.8531,0.788,169866205,3654423,0.0210604528240873,0.483068965973561,43695456,3720096,10399605,32638710,0,0,0,0,0,0,0,9.2984497060747e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19084","R19084","101","48","41.0","41.0","41.0","41.0",0.976009819380874,0.853954164160307,0.169234573773114,1.00147981401297,4.48843868658657,"101","48","41.0","41.0","41.0","41.0",0.926395815346083,0.807298274580657,0.173258728085907,0.997381369756864,4.43698769360011,-10.7516585369765,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19084_accepted_hits.sorted.bam",FALSE,144030262,113152207,30878055,0.7856,0.7158,119823113,3606634,0.0292201360503477,0.466824822906281,30254801,5553948,10908337,18092666,0,0,0,0,0,0,0,0.000217254775531328,"PASS","PASS","PASS/WARN","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19085","R19085","101","47","41.0","41.0","41.0","41.0",0.977325479009102,0.890633827612057,0.197764943346445,1.28661463658537,5.68179401806791,"101","47","41.0","41.0","41.0","39.0",0.886773688530743,0.763400906179618,0.198858987177983,1.26352664045191,5.55573079837063,-8.35780831222267,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19085_accepted_hits.sorted.bam",FALSE,68095992,56799394,11296598,0.8341,0.7478,59314423,1164143,0.0192488525604261,0.400945884434046,12752739,1776942,3861211,13415742,0,0,0,0,0,0,0,0.000200035459049229,"PASS","PASS","WARN/PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19086","R19086","101","47","41.0","41.0","41.0","41.0",0.973864653153324,0.856523681213694,0.101876483444423,0.578056108885184,3.02992718152289,"101","48","41.0","41.0","41.0","39.0",0.912401465522351,0.783014242422808,0.107941851595843,0.567615276380702,2.94105602490239,-10.5004182667872,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19086_accepted_hits.sorted.bam",FALSE,199064586,155159392,43905194,0.7794,0.7246,162078160,3739734,0.0225532595414582,0.379311934678906,32965627,3228947,11455321,39259121,0,0,0,0,0,0,0,0.000135565448216714,"PASS","PASS","PASS","PASS","WARN","WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19087","R19087","101","47","41.0","41.0","41.0","41.0",0.975186331150277,0.86513617168846,0.198691380830713,1.08981205297897,5.31566068873202,"101","47","41.0","41.0","41.0","41.0",0.931030554462941,0.82543120809784,0.2043157242778,1.08936507411753,5.27841469922877,-10.2966910250356,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19087_accepted_hits.sorted.bam",FALSE,118573840,96740013,21833827,0.8159,0.7423,101781227,2518825,0.024149796205279,0.428439387980014,23279264,3074397,7712933,20268429,0,0,0,0,0,0,0,0.000175091446190051,"PASS","PASS","WARN/PASS","PASS","WARN","FAIL","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19088","R19088","101","45","41.0","41.0","41.0","41.0",0.969737269143035,0.867980087753341,0.0582672760116846,0.226241482963507,1.02562440909254,"101","46","41.0","41.0","39.0","39.0",0.876029505843297,0.742433223183151,0.0651474981818434,0.237828450391968,1.02812085667813,-21.3313976251964,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19088_accepted_hits.sorted.bam",FALSE,95055070,85767872,9287198,0.9023,0.8489,88232447,1647909,0.0183344734415605,0.549754571301826,25887299,2488177,4253760,14459593,0,0,0,0,0,0,0,3.75859992191538e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19089","R19089","101","47","41.0","41.0","41.0","41.0",0.966290874814029,0.850317156104843,0.0749889642814701,0.491876809861746,2.84494389562088,"101","48","41.0","41.0","41.0","39.0",0.912174279588867,0.795287903180136,0.0822605819555205,0.504917009781609,2.83523147344725,-20.684381899262,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19089_accepted_hits.sorted.bam",FALSE,76777964,66007213,10770751,0.8597,0.7985,68760232,1296008,0.0184995369434614,0.473488329714662,17419299,1938164,4447209,12984617,0,0,0,0,0,0,0,8.26095240686781e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN/FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19090","R19090","101","46","41.0","41.0","41.0","41.0",0.968934801696402,0.86734867219079,0.0693571554981196,0.402681386823214,2.27856183674638,"101","47","37.0","37.0","32.0","29.5",0.616085996834269,0.390960194708746,0.0692334388812813,0.369258753657593,2.00980074201692,-16.1547226832088,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19090_accepted_hits.sorted.bam",FALSE,135794208,108059045,27735163,0.7958,0.6698,113941238,2007344,0.0173123635095425,0.520738169817497,34653149,2880435,8819917,20192704,0,0,0,0,0,0,0,7.32400971698128e-05,"PASS","PASS","WARN/FAIL","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19091","R19091","101","45","41.0","41.0","41.0","41.0",0.967038850840617,0.868081016036023,0.0766545173607352,0.609414427584219,3.40499811691479,"101","45","41.0","41.0","39.0","37.0",0.796217429412387,0.62373573527847,0.0833031966892647,0.607541015218511,3.32090923529267,-17.5341679314102,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19091_accepted_hits.sorted.bam",FALSE,160242350,137322375,22919975,0.857,0.768,142714748,3134708,0.0214927644296459,0.393288346972031,30840182,3042356,8955508,35578165,0,0,0,0,0,0,0,5.28206999556617e-05,"PASS","PASS","PASS","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19092","R19092","101","50","41.0","41.0","41.0","41.0",0.965284374492328,0.821390125027295,0.136768328191887,1.02627839279685,4.99375141577168,"101","50","41.0","41.0","39.0","37.0",0.875382891373634,0.677399793919254,0.142207809411912,1.0183649784272,4.88828468534097,-19.6269068457381,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19092_accepted_hits.sorted.bam",FALSE,94586226,66545528,28040698,0.7035,0.6441,68177990,2720440,0.0383709484116926,0.426770076542173,16499375,1591772,6183565,14386328,0,0,0,0,0,0,0,8.70942081139437e-05,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19093","R19093","101","46","41.0","41.0","41.0","41.0",0.967800124294775,0.844951142446169,0.100764730107683,0.325517226054068,1.50708072333068,"101","47","41.0","37.0","34.5","34.5",0.698987279741165,0.461410770547197,0.109941374444076,0.322750490446831,1.41420612377637,-18.8275811914686,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19093_accepted_hits.sorted.bam",FALSE,136803820,110064411,26739409,0.8045,0.7043,114887968,2935612,0.0249153183089497,0.495609733326037,32529892,3118777,8258830,21728605,0,0,0,0,0,0,0,2.81587162969985e-05,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19094","R19094","101","47","41.0","41.0","41.0","41.0",0.974313247981156,0.858007962453601,0.0661238838427858,0.330206513605633,1.38539662669125,"101","48","41.0","41.0","41.0","39.0",0.893733432918705,0.756245726691637,0.0702771395218335,0.330386498101557,1.36490864365106,-7.61783339278629,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19094_accepted_hits.sorted.bam",FALSE,66116806,55044923,11071883,0.8325,0.7817,57048237,1386654,0.0237298979474438,0.53290623621203,16248738,2353935,3497762,8390366,0,0,0,0,0,0,0,6.33895383136832e-05,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19095","R19095","101","47","41.0","41.0","41.0","41.0",0.974213816833628,0.852193348829559,0.125189439486839,0.716963289577806,3.28884361505906,"101","47","41.0","41.0","41.0","39.0",0.899856834036059,0.765251773149494,0.130946543252826,0.714632239545164,3.25015177469327,-10.739395858199,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19095_accepted_hits.sorted.bam",FALSE,77990604,62491262,15499342,0.8013,0.7396,64883562,1399464,0.0211134597264766,0.532843836575215,18490620,2312555,4004833,9893754,0,0,0,0,0,0,0,0.00011627517087042,"PASS","PASS","PASS","PASS","WARN","FAIL/WARN","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19096","R19096","101","49","41.0","41.0","41.0","41.0",0.973969336671518,0.861991970633767,0.102482856823194,0.614829898453465,2.88773916559578,"101","50","41.0","41.0","41.0","39.0",0.899735814890922,0.765544421825278,0.106269080645164,0.608548034657862,2.81871770325716,-9.65113499263491,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19096_accepted_hits.sorted.bam",FALSE,169535672,132245346,37290326,0.78,0.7194,142247400,3797732,0.0260038246259382,0.45534832223172,35002789,5378390,13652223,22836957,0,0,0,0,0,0,0,0.000112019645063141,"PASS","PASS","PASS","PASS","WARN","FAIL","PASS","PASS","FAIL","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19097","R19097","101","47","41.0","41.0","41.0","41.0",0.970577101344397,0.876323990268323,0.0796779892801481,0.348200511115547,1.29194875408087,"101","47","41.0","41.0","39.0","39.0",0.899169558113028,0.768905693084991,0.0857763742060603,0.354572459955423,1.28614211007318,-13.0941912177637,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19097_accepted_hits.sorted.bam",FALSE,110029132,93796859,16232273,0.8525,0.8082,96987744,2294244,0.0231083608035729,0.419909679371366,21919672,2168951,6037703,22074595,0,0,0,0,0,0,0,2.72358090029814e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19098","R19098","101","49","41.0","41.0","41.0","41.0",0.970916065636385,0.879084512825727,0.123694142150465,0.490678449695468,1.69067060379386,"101","49","41.0","41.0","39.0","39.0",0.914079454133821,0.801096821195895,0.135652420529897,0.507200264560869,1.69936281176256,-10.1209165765648,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19098_accepted_hits.sorted.bam",FALSE,98191392,77514479,20676913,0.7894,0.7492,79095943,2805054,0.034249326659601,0.432423079791289,18880287,1867883,5825157,17088281,0,0,0,0,0,0,0,4.17366536854021e-05,"PASS","PASS","WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19099","R19099","101","47","41.0","41.0","41.0","41.0",0.971504079931768,0.878921999183193,0.085592120219581,0.377172686742853,1.40985777373806,"101","48","41.0","41.0","39.0","39.0",0.875011607820738,0.730950638577146,0.0919260498359181,0.382580432968755,1.39752243876523,-18.4782327690882,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19099_accepted_hits.sorted.bam",FALSE,106458398,90783680,15674718,0.8528,0.8043,93475680,2967605,0.0307704678454285,0.450256110393417,22957383,2092284,6340084,19597637,0,0,0,0,0,0,0,2.97072188062551e-05,"PASS","PASS","PASS/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19100","R19100","101","48","41.0","41.0","41.0","41.0",0.974771527479334,0.877660022042257,0.147783617931726,1.15736694412014,5.7621941479504,"101","48","41.0","41.0","41.0","39.0",0.910095673747298,0.803760148727856,0.156933551850593,1.16082087801348,5.70645487737781,-11.3448403222237,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19100_accepted_hits.sorted.bam",FALSE,45136938,36700988,8435950,0.8131,0.7455,38433947,877128,0.0223124908184271,0.544490183752643,11232545,1713985,2803133,4879809,0,0,0,0,0,0,0,0.000185087173031579,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL","PASS","PASS","WARN","FAIL","WARN","FAIL",NA,NA,NA,NA,NA,NA
"R19101","R19101","101","47","41.0","41.0","41.0","41.0",0.973438106398353,0.870916833728943,0.159212385327945,0.997369578701376,4.55805462612618,"101","47","41.0","41.0","41.0","41.0",0.921817576356082,0.821570176075742,0.168618809930705,1.00417722641807,4.52033547012366,-8.52243810154895,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19101_accepted_hits.sorted.bam",FALSE,60990230,50233052,10757178,0.8236,0.7569,52329930,1074436,0.0201188794189599,0.453087003449687,12655541,1454215,3475282,10346774,0,0,0,0,0,0,0,0.000168463758285798,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19102","R19102","101","47","41.0","41.0","41.0","41.0",0.974820337174368,0.88584829138611,0.139401984982659,1.0376282879392,5.09626588225282,"101","48","41.0","41.0","39.0","39.0",0.849177849032485,0.713133177371014,0.143486636506487,1.01913718481951,4.93861704176067,-9.1022987315163,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19102_accepted_hits.sorted.bam",FALSE,96213838,78104764,18109074,0.8118,0.7353,81929820,1723536,0.0206033096867028,0.476069109902215,21178389,2756945,5882799,14667822,0,0,0,0,0,0,0,0.00018433885599136,"PASS","PASS","PASS","PASS","FAIL/WARN","FAIL/WARN","PASS","PASS","WARN","FAIL","WARN/PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19103","R19103","101","46","41.0","41.0","41.0","41.0",0.970546705322404,0.869659879455675,0.0510663612690838,0.318795159907288,1.82418758805796,"101","47","37.0","32.0","27.0","22.0",0.405641631375325,0.178019474274495,0.0444269473273207,0.247369990346465,1.36545671375444,-18.1868909790408,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19103_accepted_hits.sorted.bam",FALSE,142316778,105652076,36664702,0.7424,0.5579,110615607,3283118,0.0288248880749104,0.46399914959192,32955412,3408062,10069415,24591836,0,0,0,0,0,0,0,4.30885221522947e-05,"PASS","PASS/WARN","FAIL/WARN","PASS","FAIL/WARN","WARN","PASS","PASS","FAIL/PASS","WARN","PASS","FAIL",NA,NA,NA,NA,NA,NA
"R19104","R19104","101","48","41.0","41.0","41.0","41.0",0.967776960487952,0.852548086031521,0.078565743494548,0.448250574348038,2.20274438800393,"101","49","41.0","41.0","39.0","39.0",0.883296462918869,0.725260804798829,0.0855629472918266,0.456379339155438,2.17597026891955,-16.5771202075304,"/dcl02/lieber/ajaffe/kleinman_PTSD/preprocessed_data/HISAT2_out/R19104_accepted_hits.sorted.bam",FALSE,64954518,52260112,12694406,0.8046,0.7491,54672433,1746370,0.0309536875498759,0.519216131366166,15607815,2093285,4743441,7615802,0,0,0,0,0,0,0,5.75993500691801e-05,"PASS","PASS","FAIL/WARN","PASS","FAIL/WARN","FAIL","PASS","PASS","FAIL/WARN","FAIL","PASS","FAIL",NA,NA,NA,NA,NA,NA
